"","scientificName","phylumid"
"4825","Scopelarchus guentheri",1821
"4826","Oxyporhamphus micropterus",1821
"4827","Globigerina falconensis",1410
"4828","Dasylaimus nudus",799
"4829","Spartina alterniflora",596326
"4830","Flexopecten hyalinus",51
"4831","Toxarium undulatum",148898
"4832","Nyctiphanes couchii",1065
"4833","Storthyngura truncata",1065
"4834","Munna truncata",1065
"4835","Rhacura pulchra",1065
"4836","Siboglinum longicollum",882
"4837","Dipturus garricki",1821
"4838","Antimora microlepis",1821
"4839","Epigonus affinis",1821
"4840","Peristedion amblygenys",1821
"4841","Poromitra gibbsi",1821
"4842","Eustomias satterleei",1821
"4843","Eustomias variabilis",1821
"4844","Letharchus aliculatus",1821
"4845","Haemulon flavolineatum",1821
"4846","Stegastes partitus",1821
"4847","Pseudorhombus megalops",1821
"4848","Malacanthus plumieri",1821
"4849","Notopogon fernandezianus",1821
"4850","Achirus lineatus",1821
"4851","Coelorinchus caribbaeus",1821
"4852","Jeboehlkia gladifer",1821
"4853","Steindachneria argentea",1821
"4854","Aequorea tenuis",1267
"4855","Cladocarpus obliquus",1267
"4856","Hydractinia arge",1267
"4857","Plumularia megalocephala",1267
"4858","Ectopleura grandis",1267
"4859","Nettastoma melanura",1821
"4860","Symphurus civitatum",1821
"4861","Lepidonotus variabilis",882
"4862","Marphysa stylobranchiata",882
"4863","Trilobodrilus hermaphroditus",882
"4864","Octopoteuthis danae",51
"4865","Angursa bicuspis",1276
"4866","Polyschides spectabilis",51
"4867","Acartia (Acanthacartia) bifilosa",1065
"4868","Gaetanus minutus",1065
"4869","Doropygus curvatus",1065
"4870","Haplosaccus elongatus",1065
"4871","Lepeophtheirus nordmannii",1065
"4872","Pennella costai",1065
"4873","Acantholochus divaricatus",1065
"4874","Lernanthropus brevoortiae",1065
"4875","Gloiopotes hygomianus",1065
"4876","Thysanote pomacanthi",1065
"4877","Trebius tenuifurcatus",1065
"4878","Heteralepas cantelli",1065
"4879","Xenocephalus egregius",1821
"4880","Lysiosquilla scabricauda",1065
"4881","Pholidoteuthis massyae",51
"4882","Stigmatoteuthis arcturi",51
"4883","Stylochus frontalis",793
"4884","Calliostoma psyche",51
"4885","Benthonellania xanthias",51
"4886","Polinices hepaticus",51
"4887","Conus mus",51
"4888","Cylichnella bidentata",51
"4889","Brachidontes modiolus",51
"4890","Parvilucina crenella",51
"4891","Dairella californica",1065
"4892","Amphorina pallida",51
"4893","Harbansus bowenae",1065
"4894","Posterula sarsii",146142
"4895","Leieschara coarctata",146142
"4896","Adelodrilus pilatus",882
"4897","Epimeria obtusa",1065
"4898","Periploma planiusculum",51
"4899","Solariella tubula",51
"4900","Rimostrombidium sphaericum",11
"4901","Strombidinopsis chilorhax",11
"4902","Proboscia curvirostris",148898
"4903","Chiasmodon harteli",1821
"4904","Pododesmus macrochisma",51
"4905","Pseudo-nitzschia plurisecta",148898
"4906","Cordylochele malleolata",1065
"4907","Lycopodina minuta",558
"4908","Eumedusa birulai",1267
"4909","Kirkegaardia neotesselata",882
"4910","Elenacalanus princeps",1065
"4911","Isoechiniscoides higginsi",1276
"4912","Chaetozone anasima",882
"4913","Rhamphispio tridentata",882
"4914","Paucibranchia andresi",882
"4915","Platytyphlops orbicularis",1065
"4916","Mesonerilla laerkae",882
"4917","Pennatula aculeata var. rosea",1267
"4918","Stygocapitella westheidei",882
"4919","Microspio lydonia",882
"4920","Mycteroperca venenosa",1821
"4921","Raja clavata",1821
"4922","Paragaleus pectoralis",1821
